2026-06-19 23:07:16,700 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:409 | INFO | Starting categorical WoE auto binning. Feature:gender, Target:TARGET
2026-06-19 23:07:16,768 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:16,769 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.035749
2026-06-19 23:07:16,769 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 5 - WoE / IV summary table calculated.
2026-06-19 23:07:16,770 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 5 - Summary table sorted by bad_rate.
2026-06-19 23:07:16,770 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 5 - Current bin count=7, Current IV=0.035749
2026-06-19 23:07:16,771 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 5 - RULES CHECK START
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 5 - Problem bin=0, Merge with bin=0
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 0 into group 0
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 5 - Category groups merged based on Rule 1.
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 6 ---
2026-06-19 23:07:16,772 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:16,773 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:16,774 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 12 observations, Categories: ['0']
2026-06-19 23:07:16,774 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 7081 observations, Categories: ['1']
2026-06-19 23:07:16,774 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9413 observations, Categories: ['2']
2026-06-19 23:07:16,774 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 3276 observations, Categories: ['3']
2026-06-19 23:07:16,774 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 83 observations, Categories: ['4']
2026-06-19 23:07:16,775 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 201 observations, Categories: ['5']
2026-06-19 23:07:16,775 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 34 observations, Categories: ['6']
2026-06-19 23:07:16,775 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 6 - Bins assigned based on current category groups.
2026-06-19 23:07:16,775 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:16,777 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:16,779 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.035749
2026-06-19 23:07:16,779 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 6 - WoE / IV summary table calculated.
2026-06-19 23:07:16,779 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 6 - Summary table sorted by bad_rate.
2026-06-19 23:07:16,779 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 6 - Current bin count=7, Current IV=0.035749
2026-06-19 23:07:16,780 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 6 - RULES CHECK START
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 6 - Problem bin=0, Merge with bin=0
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 0 into group 0
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 6 - Category groups merged based on Rule 1.
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 7 ---
2026-06-19 23:07:16,781 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:16,782 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:16,782 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 12 observations, Categories: ['0']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 7081 observations, Categories: ['1']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9413 observations, Categories: ['2']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 3276 observations, Categories: ['3']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 83 observations, Categories: ['4']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 201 observations, Categories: ['5']
2026-06-19 23:07:16,783 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 34 observations, Categories: ['6']
2026-06-19 23:07:16,784 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 7 - Bins assigned based on current category groups.
2026-06-19 23:07:16,784 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:16,785 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:16,787 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.035749
2026-06-19 23:07:16,787 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 7 - WoE / IV summary table calculated.
2026-06-19 23:07:16,788 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 7 - Summary table sorted by bad_rate.
2026-06-19 23:07:16,788 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 7 - Current bin count=7, Current IV=0.035749
2026-06-19 23:07:16,789 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 7 - RULES CHECK START
2026-06-19 23:07:16,789 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:16,789 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 7 - Problem bin=0, Merge with bin=0
2026-06-19 23:07:16,789 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 0 into group 0
2026-06-19 23:07:16,790 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:16,790 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 7 - Category groups merged based on Rule 1.
2026-06-19 23:07:16,790 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 8 ---
2026-06-19 23:07:16,790 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:16,791 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:16,791 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 12 observations, Categories: ['0']
2026-06-19 23:07:16,791 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 7081 observations, Categories: ['1']
2026-06-19 23:07:16,791 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9413 observations, Categories: ['2']
2026-06-19 23:07:16,791 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 3276 observations, Categories: ['3']
2026-06-19 23:07:16,792 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 83 observations, Categories: ['4']
2026-06-19 23:07:16,792 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 201 observations, Categories: ['5']
2026-06-19 23:07:16,793 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 34 observations, Categories: ['6']
2026-06-19 23:07:16,793 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 8 - Bins assigned based on current category groups.
2026-06-19 23:07:16,793 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:16,795 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:16,797 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.035749
2026-06-19 23:07:16,797 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 8 - WoE / IV summary table calculated.
2026-06-19 23:07:16,797 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 8 - Summary table sorted by bad_rate.
2026-06-19 23:07:16,797 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 8 - Current bin count=7, Current IV=0.035749
2026-06-19 23:07:16,798 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 8 - RULES CHECK START
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:556 | INFO | STEP: 8 - Problem bin=0, Merge with bin=0
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:270 | INFO | Merging category groups. Merging group 0 into group 0
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | merge_category_groups:286 | INFO | Groups merged and renumbered. New group count=7
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:564 | INFO | STEP: 8 - Category groups merged based on Rule 1.
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:491 | INFO | --- Iteration 9 ---
2026-06-19 23:07:16,799 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:226 | INFO | Assigning observations to category groups. Group count=7
2026-06-19 23:07:16,800 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:231 | INFO | Observations assigned to groups:
2026-06-19 23:07:16,800 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 0: 12 observations, Categories: ['0']
2026-06-19 23:07:16,800 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 1: 7081 observations, Categories: ['1']
2026-06-19 23:07:16,801 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 2: 9413 observations, Categories: ['2']
2026-06-19 23:07:16,801 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 3: 3276 observations, Categories: ['3']
2026-06-19 23:07:16,801 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 4: 83 observations, Categories: ['4']
2026-06-19 23:07:16,801 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 5: 201 observations, Categories: ['5']
2026-06-19 23:07:16,802 | [None] | mlops.auto_binning_woe_categorical | assign_bins_from_category_groups:235 | INFO | 	Group 6: 34 observations, Categories: ['6']
2026-06-19 23:07:16,802 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:500 | INFO | STEP: 9 - Bins assigned based on current category groups.
2026-06-19 23:07:16,802 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:95 | INFO | Calculating WoE / IV table for categorical binning. bin_col='_bin'
2026-06-19 23:07:16,804 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:113 | INFO | Total good: 15654, Total bad: 4446
2026-06-19 23:07:16,805 | [None] | mlops.auto_binning_woe_categorical | calculate_woe_iv_table_categorical:145 | INFO | WoE / IV table calculated. Bin count=7, Total IV=0.035749
2026-06-19 23:07:16,806 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:509 | INFO | STEP: 9 - WoE / IV summary table calculated.
2026-06-19 23:07:16,806 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:513 | INFO | STEP: 9 - Summary table sorted by bad_rate.
2026-06-19 23:07:16,806 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:518 | INFO | STEP: 9 - Current bin count=7, Current IV=0.035749
2026-06-19 23:07:16,807 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:531 | INFO | STEP: 9 - RULES CHECK START
2026-06-19 23:07:16,808 | [None] | mlops.auto_binning_woe_categorical | auto_woe_binning_categorical:555 | INFO | Rule 1 triggered: small bin merge.
